Nombre científico	Nombres comunes	Categoria taxonómica	Estatus	Tipo distribución	Usos y Agrobiodiversidad	Ambiente	Numero de registros	Nombre común principal	Foto principal	Reino	División	Phylum	Clase	Orden	Familia	Género	Especie	Bibliografía	URL Enciclovida	Identificador EncicloVida	Identificador CAT
Porophyllum viridiflorum	"Atlapantzin (ND), Hierba del venado (Español)"	especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	30	Pápalo de venado	https://inaturalist-open-data.s3.amazonaws.com/photos/5162773/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Asterales	Asteraceae	Porophyllum	Porophyllum viridiflorum	"Castelo, E., Ricalde, O. & Panero, J. 2003-2005. Base de datos SNIB-CONABIO proyectos V004, AE012 y CS011. Catálogo de Autoridades de Asteráceas Mexicanas y Actualización de tribus Heliantheae y Eupatorieae. Mexico, D.F. University of Texas."	https://enciclovida.mx:443/especies/185197-porophyllum-viridiflorum	185197	49489ANGIO
Canavalia acuminata		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	1	Canavalia acuminata	https://inaturalist-open-data.s3.amazonaws.com/photos/257373142/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Canavalia	Canavalia acuminata	"Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F."	https://enciclovida.mx:443/especies/185366-canavalia-acuminata	185366	49659ANGIO
Phaseolus acutifolius	"Escomite (ND), Frijol tepario (ND), Frijol tépari (ND), Tepari (ND)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Frijol tépari	https://inaturalist-open-data.s3.amazonaws.com/photos/11963008/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus acutifolius	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791."	https://enciclovida.mx:443/especies/185375-phaseolus-acutifolius	185375	49668ANGIO
Phaseolus coccineus	"Ayacote (Español), Ayocote (Español), Ayocotli (ND), Bonju (Otomí), Bénju (Otomí), Bénju ponju (Otomí), Bótil (ND), Cimatl (Náhuatl), Clankastapu (Totonaco), Colorín (Español), Cuaetl (Náhuatl), Cuail (ND), Cuajetl cimarrón (ND), Ejote recomari (Español), Frijol acalete (ND), Frijol ayocote (Español), Frijol botil (ND), Frijol bótil (Español), Frijol de monte (Español), Frijol gordo (Español), Frijol ovalado (Español), Frijol tecómare (ND), Frijolón (Español), Limé-gui-ba-né (Chontal de Oaxaca), Patol o patoles (ND), Quelite (Español), Recamoli (Tarahumara), Recómari (Tarahumara), Xoyamet (Náhuatl), Yegua (Español)"	especie	válido	Nativa	"Ornamental, Consumo humano, Parientes silvestres de cultivos"	Terrestre	111	Ayocote	https://inaturalist-open-data.s3.amazonaws.com/photos/96115953/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus coccineus	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791.
Torres-Colín, L., Cruz-Durán, R., Flores-Franco, G., Hernández Priego, D. L., Delgado-Salinas, A. & Medina-Lemos, R. 2021. Fabaceae Tribu Phaseoleae. Fl. Valle Tehuacán-Cuicatlán. Medina Lemos, R. (Ed.) Nueva serie publicación digital. Instituto de Biología, Universidad Nacional Autónoma de México"	https://enciclovida.mx:443/especies/185948-phaseolus-coccineus	185948	50241ANGIO
Pachyrhizus erosus	"Cajtzot (Náhuatl), Chi' ikan xiiw (Maya), Cobem (Huasteco), Cuyín (Totonaco), Guu yati (Zapoteco), Guu-niza (Zapoteco), Jicamita (ND), Jiícame (Cora), Jícama (Español), Jícama cristalina (ND), Jícama de monte (Español), Jícama silvestre (Español), Kuup (Maya), Mehen-chikam (Maya), Shígam (Popoloca), Ticobo-cojú (Mixteco), Xicama (Náhuatl), Xnuk-chikam (Maya), Xá-ta-te (Huichol)"	especie	válido	Nativa	"Consumo animal, Consumo humano, Parientes silvestres de cultivos"	Terrestre	1	Jícama	https://inaturalist-open-data.s3.amazonaws.com/photos/105026343/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Pachyrhizus	Pachyrhizus erosus	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F.
Torres-Colín, L., Cruz-Durán, R., Flores-Franco, G., Hernández Priego, D. L., Delgado-Salinas, A. & Medina-Lemos, R. 2021. Fabaceae Tribu Phaseoleae. Fl. Valle Tehuacán-Cuicatlán. Medina Lemos, R. (Ed.) Nueva serie publicación digital. Instituto de Biología, Universidad Nacional Autónoma de México"	https://enciclovida.mx:443/especies/186278-pachyrhizus-erosus	186278	50572ANGIO
Arachis hypogaea	"Cacahu (Totonaco), Cacahuat (Náhuatl), Cacahuate (Español), Cacahuáa (Cora), Jmai (Otomí), Jumjai (Otomí), Maní (Chinanteco), Nashcágau (Popoloca), Talcacahuat (Náhuatl), Tlalcacáhuatl (Náhuatl), Tuchununde (Popoloca)"	especie	válido	Exótica	Parientes silvestres de cultivos	Terrestre	7	Cacahuete	https://inaturalist-open-data.s3.amazonaws.com/photos/105026294/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Arachis	Arachis hypogaea	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F.
Villaseñor, J. L. & Espinosa-García, F. J. 2004. The alien flowering plants of Mexico. Diversity and Distributions. 10 (2): 113-123.
CONABIO. 2016. Sistema de información sobre especies invasoras en México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. http://www.biodiversidad.gob.mx/invasoras
Standley, P. C. & Steyermark, J. A. 1946. Leguminosae. Fieldiana, Bot. Flora of Guatemala. 24(5): 1-368."	https://enciclovida.mx:443/especies/186801-arachis-hypogaea	186801	51096ANGIO
Crotalaria incana	"Cascabelillo (Español), Cascabelito (Español), Chikirin lobi (Maya), Chipil (Español), Chipila (ND), Dedo de muerto (Español), Frijolillo (Español), Ni'ooch (Maya), Opyani (Huasteco), Sak-pet (Maya), Sonaja (Español), Sonajita (Español), Tenégara (Guarijío), Tronador (Español), Tronadora (Español), Zakpet (Maya)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	2	Cascabelito	https://inaturalist-open-data.s3.amazonaws.com/photos/176371088/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Crotalaria	Crotalaria incana	"Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F.
Durán-Fernández, A., Aguirre-Rivera, J. R., García-Pérez, J., Levy Tacher, S. & Nova-Vázquez, J. A. 2016. Inventario florístico de la comunidad Lacandona de Nahá, Chiapas, México. Bot. Sci. 94(1): 157-184."	https://enciclovida.mx:443/especies/186817-crotalaria-incana	186817	51112ANGIO
Phaseolus leptostachyus		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	16	Frijol bayo	https://inaturalist-open-data.s3.amazonaws.com/photos/10126781/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus leptostachyus	"Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F.
Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791.
Torres-Colín, L., Cruz-Durán, R., Flores-Franco, G., Hernández Priego, D. L., Delgado-Salinas, A. & Medina-Lemos, R. 2021. Fabaceae Tribu Phaseoleae. Fl. Valle Tehuacán-Cuicatlán. Medina Lemos, R. (Ed.) Nueva serie publicación digital. Instituto de Biología, Universidad Nacional Autónoma de México"	https://enciclovida.mx:443/especies/187011-phaseolus-leptostachyus	187011	51306ANGIO
Phaseolus lunatus	"Ayocote (Español), Comba (ND), Combac (ND), Frijol ancho (Español), Frijol blanco (Español), Frijol comba (ND), Frijol ib (Español-Maya), Frijol ibes (Español), Ib (Maya), Ibe (ND), Ibis (Español), Nuk ib (Maya), Pallares (ND), Patashtle (ND), Pataxete (ND), Pe'ta (Cuicateco), Pecta (ND), Sak ib (Maya), Shiquintzu (Totonaco), Shiumin (Totonaco), Shiuyumin (Totonaco), Shuyúmin (Totonaco), Xbu ul iib (Maya)"	especie	válido	Nativa	"Consumo humano, Parientes silvestres de cultivos"	Terrestre	1	Frijol ancho	https://inaturalist-open-data.s3.amazonaws.com/photos/107685764/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus lunatus	"Freytag, G. F. & Debouck, D. G. 2002. Taxonomy, Distribution, and Ecology of the genus Phaseolus (Leguminosae - Papilionoideae) in North America, Mexico and Central America. Sida, Bot. Misc. 23: 1-300."	https://enciclovida.mx:443/especies/187118-phaseolus-lunatus	187118	51413ANGIO
Phaseolus maculatus		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	10	Frijolillo	https://inaturalist-open-data.s3.amazonaws.com/photos/668708/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus maculatus	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791."	https://enciclovida.mx:443/especies/187175-phaseolus-maculatus	187175	51470ANGIO
Phaseolus microcarpus		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	13	Frijol	https://static.inaturalist.org/photos/71580511/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus microcarpus	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791.
Torres-Colín, L., Cruz-Durán, R., Flores-Franco, G., Hernández Priego, D. L., Delgado-Salinas, A. & Medina-Lemos, R. 2021. Fabaceae Tribu Phaseoleae. Fl. Valle Tehuacán-Cuicatlán. Medina Lemos, R. (Ed.) Nueva serie publicación digital. Instituto de Biología, Universidad Nacional Autónoma de México"	https://enciclovida.mx:443/especies/187328-phaseolus-microcarpus	187328	51623ANGIO
Crotalaria mollicula		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	3	Chipilín de monte	https://static.inaturalist.org/photos/11376354/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Crotalaria	Crotalaria mollicula	"Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F."	https://enciclovida.mx:443/especies/187373-crotalaria-mollicula	187373	51668ANGIO
Phaseolus pedicellatus		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	12	Frijol de Sonora	https://inaturalist-open-data.s3.amazonaws.com/photos/667888/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus pedicellatus	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791."	https://enciclovida.mx:443/especies/187757-phaseolus-pedicellatus	187757	52052ANGIO
Phaseolus pluriflorus		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	3	Frijol	https://static.inaturalist.org/photos/26890704/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus pluriflorus	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791."	https://enciclovida.mx:443/especies/187886-phaseolus-pluriflorus	187886	52181ANGIO
Crotalaria pumila	"Chapul-max (ND), Chepiles (Español), Chipil (Español), Chipilín (Español), Crotalarias (Español), Garbancilla (Español), Hierba del cuervo (Español), Sonadora (Español), Tronador (Español), Tronadora (Español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	69	Chipil	https://inaturalist-open-data.s3.amazonaws.com/photos/253949387/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Crotalaria	Crotalaria pumila	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Vibrans, H. 2014. Malezas de México. CONABIO. Disponible en: http://www.conabio.gob.mx/malezasdemexico/ (Accesada en septiembre de 2014)
Ulloa Ulloa, C., Acevedo-Rodríguez, P., Beck, S., Belgrano, M. J., Bernal, R., Berry, P. E., Brako, L., Celis, M., Davidse, G., Forzza, R. C., Gradstein, S. R., Hokche, O., León, B., León-Yáñez, S. et al. 2018. An integrated assessment of vascular plants species of the Americas. Science. 358: 1614-1617, f. 1-4."	https://enciclovida.mx:443/especies/188031-crotalaria-pumila	188031	52326ANGIO
Phaseolus ritensis		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	3	Santa Rita Mountain bean	https://inaturalist-open-data.s3.amazonaws.com/photos/1126768/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus ritensis	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791."	https://enciclovida.mx:443/especies/188181-phaseolus-ritensis	188181	52476ANGIO
Crotalaria rotundifolia		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	2	Chipil rastrero	https://inaturalist-open-data.s3.amazonaws.com/photos/137797/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Crotalaria	Crotalaria rotundifolia	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F.
Calderón de Rzedowski, G. & Rzedowski, J. (Eds.). 2001. Flora fanerogámica del Valle de México. Instituto de Ecología, A.C. y Comisión Nacional para el Conocimiento y Uso de la Biodiversidad, Pátzcuaro (Michoacán). (Edición digital: INECOL 2010)"	https://enciclovida.mx:443/especies/188214-crotalaria-rotundifolia	188214	52509ANGIO
Crotalaria sagittalis		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	2	Arrowhead rattlebox	https://inaturalist-open-data.s3.amazonaws.com/photos/50497406/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Crotalaria	Crotalaria sagittalis	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Téllez-Valdés, O. 2009. Base de datos SNIB-CONABIO proyecto No. DS001. Base de datos de las Fabaceae y Caesalpiniaceae (Sensu Cronquist) y Dioscoreaceae de México. Universidad Nacional Autonoma de México. Facultad de Estudios Superiores Iztacala. México, D.F."	https://enciclovida.mx:443/especies/188259-crotalaria-sagittalis	188259	52554ANGIO
Phaseolus scabrellus		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	7			Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus scabrellus	"Freytag, G. F. & Debouck, D. G. 2002. Taxonomy, Distribution, and Ecology of the genus Phaseolus (Leguminosae - Papilionoideae) in North America, Mexico and Central America. Sida, Bot. Misc. 23: 1-300."	https://enciclovida.mx:443/especies/188287-phaseolus-scabrellus	188287	52582ANGIO
Canavalia villosa	"Gallinitas (Español), Gallo (Español), Gallojoyó (Zoque), Siquinsut (Totonaco), Siquisut (Totonaco), Talayote de Costilla (Español-Náhuatl)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	13	Gallinitas	https://inaturalist-open-data.s3.amazonaws.com/photos/52624991/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Canavalia	Canavalia villosa	"Sauer, J. 1964. Revision of Canavalia. Brittonia. 16:106-181
Torres-Colín, L., Cruz-Durán, R., Flores-Franco, G., Hernández Priego, D. L., Delgado-Salinas, A. & Medina-Lemos, R. 2021. Fabaceae Tribu Phaseoleae. Fl. Valle Tehuacán-Cuicatlán. Medina Lemos, R. (Ed.) Nueva serie publicación digital. Instituto de Biología, Universidad Nacional Autónoma de México"	https://enciclovida.mx:443/especies/188831-canavalia-villosa	188831	53127ANGIO
Phaseolus vulgaris	"Alubia (Español), Babi (Tepehuano del sur), Bi-zaa (Zapoteco), Bi-zaa-hui (Zapoteco), Boju (Otomí), Canastapu (Totonaco), Chenec (Tseltal), Cuaetl (Náhuatl), Cuail (ND), Cuajetl (ND), Du-chi (Mixteco), Duh chi (ND), Duh-chi (Mixteco), Ejote (Español), Et (Náhuatl), Etl (Náhuatl), Flor de frijol (Español), Frijol (Español), Frijol Chimalapa (Español), Frijol bayo (Español), Frijol cacahuate (Español), Frijol cacahuate bola (Español), Frijol cócona bola (ND), Frijol de enredadera (Español), Frijol de mata (Español), Frijol higuerillo (Español), Frijol moro (Español), Frijol negro (Español), Frijol ojo de cabra (Español), Frijol ojo de liebre (Español), Frijol pinto (Español), Frijol pinto español (Español), Frijol pinto nacional (Español), Huay (Chinanteco), Ju (Otomí), La-la-ne (Chontal de Oaxaca), La-ne (Chontal de Oaxaca), Lucuútapu (Totonaco), Ma-netí (Chinanteco), Ma-né (Chinanteco), Mume (Huichol), Muni (Tarahumara), Muníqui (Tarahumara), Musorícori (Tarahumara), Muúnim (Mayo), Mújume (Cora), Múme-te (Huichol), Nu-ni (Cuicateco), Pi-zaa (Zapoteco), Sac (Zoque), Shejc (Popoloca), Shidijú (Otomí), Shiixis-chéel (Seri), Shuijc (Popoloca), Stapu (Totonaco), Tapsun (Tarasco), Tatsani (Tarasco), Tatsini (Tarasco), Tatsuni-tulípti (Tarasco), Tatzin (Tarasco), Tun-nduti (Mixteco), Tzanaco (Huasteco), Tzanam (Huasteco), X-kolil-bul (Maya), Xüjk (Mixe), Yel (Náhuatl), Yetl (Náhuatl), Yetxintli (Náhuatl)"	especie	válido	Nativa	"Medicinal, Consumo humano, Parientes silvestres de cultivos"	Terrestre	544	Frijol	https://static.inaturalist.org/photos/2709255/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus vulgaris	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791.
Torres-Colín, L., Cruz-Durán, R., Flores-Franco, G., Hernández Priego, D. L., Delgado-Salinas, A. & Medina-Lemos, R. 2021. Fabaceae Tribu Phaseoleae. Fl. Valle Tehuacán-Cuicatlán. Medina Lemos, R. (Ed.) Nueva serie publicación digital. Instituto de Biología, Universidad Nacional Autónoma de México"	https://enciclovida.mx:443/especies/188894-phaseolus-vulgaris	188894	53190ANGIO
Phaseolus zimapanensis		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	1			Plantae	Tracheophyta		Equisetopsida	Fabales	Fabaceae	Phaseolus	Phaseolus zimapanensis	"Delgado-Salinas, A., Bibler, R. & Lavin, M. 2006. Syst. Bot. Phylogeny of the genus Phaseolus (Leguminosae): a recent diversification in an ancient landscape. 31(4): 779-791."	https://enciclovida.mx:443/especies/188964-phaseolus-zimapanensis	188964	53260ANGIO
Capsicum annuum	"A'h'max-ik (Maya), Acxispin (Tepehua), Aj max iik (ND), Aji (Español), Akgtsispin (Totonaco), Axi (ND), Bolol (ND), Bumi (Otomí), C'auasi ts'irápsi (Tarasco), Cahuasa (Tarasco), Cancol (Tepehuano del sur), Cauas (Tarasco), Cauasi turípiti (Tarasco), Causi córata charápiti (Tarasco), Ch'uhuk-ik (Maya), Chak-ik (Maya), Chawal iik (ND), Chicnigüí (ND), Chicpotle (ND), Chil (Náhuatl), Chile (Español), Chile amash (ND), Chile ancho (Español), Chile chiapas (Español), Chile cuachile (ND), Chile de chocolate (Español), Chile de monte (Español), Chile de árbol (Español), Chile huachinango (Español), Chile max (Maya), Chile morita (Español), Chile mulato (Español), Chile pico de paloma (Español), Chile piquín (Español), Chile poblano (Español), Chile quimiche (ND), Chile serrano (Español), Chile siete caldos (Español), Chile tampiqueño (Español), Chile valenciano (Español), Chile verde (Español), Chilillo (Español), Chilpitza (Náhuatl), Chilpocle (ND), Chiltecpin (ND), Chiltepin (ND), Chiltepiquin (Español), Chiltepín (ND), Chiltipín (Español), Chipilín (Español), Co'ocori (Mayo), Coquee-quizil (Seri), Corí (Tarahumara), Coríqui (Tarahumara), Cu'ucuri (Cora), Cuachile (ND), Cucú-rite (Huichol), Dya-ah (Mixteco), Fúguñi (Otomí), Gu'ucuri (Cora), Guiná (Zapoteco), Guiña (Zapoteco), Guiña-shigandú (Zapoteco), I'k (Maya), Ich (Tseltal), Itz (Huasteco), Jonnigüi (Zoque), Jonnihui (Zoque), Juñi (Otomí), Jónguñi (Otomí), Lactzu-pi'n (Totonaco), Maax (ND), Maax-ik (Maya), Max (Maya), Max-ik (Maya), Nguisa (Otomí), Nigüi (ND), Pi'n (Totonaco), Pico de pájaro (Español), Piin (ND), Pimiento morrón (Español), Pin (Totonaco), Pitzaj (ND), Scumpi'n' (Totonaco), Siete caldos (Español), Stac'apin (Totonaco), Stakna' (Totonaco), Stilampin (ND), Stilanpin (ND), Tempechile (ND), Tenpechile (ND), Tepenchile (Español), Tzacam-itz (Huasteco), Xubala (ND), Yaax-ik (Maya), Ñi (Otomí)"	especie	válido	Nativa	"Ambiental, Medicinal, Consumo animal, Consumo humano, Parientes silvestres de cultivos"	Terrestre	122	Chile	https://inaturalist-open-data.s3.amazonaws.com/photos/30728830/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Capsicum	Capsicum annuum	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Martínez, M., Montero, J. C., Dean, E. A., Bye, R., Luna-Cavazos, M., Medina, J. M. & Rzedowski, J. 2020. Solanaceae I, géneros Acnistus – Witheringia (excepto Solanum). Fl. Bajío Regiones Adyacentes. 218: 1-238. Instituto de Ecología A. C. Centro Regional Bajío. Pátzcuaro, Michoacán, México"	https://enciclovida.mx:443/especies/190468-capsicum-annuum	190468	54767ANGIO
Capsicum chinense	Chile habanero (Español)	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Chile habanero	https://inaturalist-open-data.s3.amazonaws.com/photos/36797471/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Capsicum	Capsicum chinense	"Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145."	https://enciclovida.mx:443/especies/190535-capsicum-chinense	190535	54836ANGIO
Physalis (Rydbergis) crassifolia	Tomate de culebra (Español)	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Tomatillo	https://inaturalist-open-data.s3.amazonaws.com/photos/7781680/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Physalis	Physalis (Rydbergis) crassifolia	"Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145."	https://enciclovida.mx:443/especies/190569-physalis-rydbergis-crassifolia	190569	54871ANGIO
Solanum (Leptostemomum) ferrugineum	"Abrojo (Español), Berenjena (Español), Huistomate (ND), Huitztomatzin (ND), Jenepene (ND), Mala mujer (Español), Sosa (ND), Tlamatlantil (ND), Tomatillo (Español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	6	Abrojo	https://inaturalist-open-data.s3.amazonaws.com/photos/195487360/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Solanum	Solanum (Leptostemomum) ferrugineum	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Ramírez, R., Vargas, P. O., Arreola, H., Cedano, M., González, R., González-Villarreal, L. M., Harker, M., Hernández, l., Martínez, R. E., Pérez de la Rosa, J. et al. 2010. Catálogo de plantas vasculares de Jalisco. Universidad de Guadalajara, Sociedad Botánica de México, Universidad Autónoma Metropolitana. 143 p.
Nee, M. 1999b. Synopsis of Solanum in the New World. Solanaceae IV: Advances in Biology and Utilization. In: M. Nee, D. E. Symon, R. N. Lester & J. P. Jessop (Eds.). Pp. 285-333. Royal Botanic Gardens, Kew.
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145."	https://enciclovida.mx:443/especies/190621-solanum-leptostemomum-ferrugineum	190621	54923ANGIO
